Date,Open,High,Low,Close,Volume,Market Cap
8/21/2020,11853.54,11878,11485.81,11531.34,64448.30614,64448.30614
8/22/2020,11531.23,11686,11376.81,11662.96,43678.70165,43678.70165
8/23/2020,11663.51,11718.07,11514.13,11648.13,37900.00469,37900.00469
8/24/2020,11648.12,11824.9,11585.09,11748.2,46212.39187,46212.39187
8/25/2020,11748.19,11767.85,11117.64,11318.42,69590.92327,69590.92327
8/26/2020,11318.42,11539.32,11244,11461.43,53998.23123,53998.23123
8/27/2020,11461.42,11592.2,11125,11330.38,63246.03638,63246.03638
8/28/2020,11330.38,11542.65,11276.89,11526.91,45953.90837,45953.90837
8/29/2020,11526.9,11580.02,11417.04,11465.84,32973.7992,32973.7992
8/30/2020,11465.84,11719,11458,11711.16,43177.87905,43177.87905
8/31/2020,11711.17,11800.77,11570,11649.51,55353.61774,55353.61774
9/1/2020,11649.51,12050.85,11515,11921.97,78148.19367,78148.19367
9/2/2020,11921.97,11954.57,11160.1,11388.54,87221.8456,87221.8456
9/3/2020,11388.54,11462.6,9960.8,10140.85,121950.106,121950.106
9/4/2020,10138.29,10627.05,9875.5,10446.25,92733.59911,92733.59911
9/5/2020,10446.25,10565.68,9825,10166.69,90001.60557,90001.60557
9/6/2020,10166.69,10347.14,9994.86,10256.2,56368.78882,56368.78882
9/7/2020,10255.89,10410.75,9875,10373.44,62620.23068,62620.23068
9/8/2020,10373.45,10438,9850,10126.65,73491.87842,73491.87842
9/9/2020,10126.66,10343,9981.01,10219.2,49347.11378,49347.11378
9/10/2020,10219.29,10483.35,10070.83,10336.87,58253.75375,58253.75375
9/11/2020,10336.86,10397.6,10200,10387.89,43830.25447,43830.25447
9/12/2020,10387.89,10477.97,10269.25,10440.92,35379.1531,35379.1531
9/13/2020,10440.67,10580.11,10200,10332.83,43837.60987,43837.60987
9/14/2020,10332.84,10750,10212.34,10671.77,67059.29136,67059.29136
9/15/2020,10671.77,10930.04,10606.48,10785.31,61822.45279,61822.45279
9/16/2020,10785.23,11093,10661.22,10954.01,64991.51244,64991.51244
9/17/2020,10954.01,11045.46,10745.83,10939.99,55601.61453,55601.61453
9/18/2020,10940,11038.03,10812.84,10933.39,47266.72828,47266.72828
9/19/2020,10933.4,11179.79,10887.37,11080.65,38440.03686,38440.03686
9/20/2020,11080.64,11080.64,10723,10920.28,39157.92257,39157.92257
9/21/2020,10920.28,10988.86,10296.35,10417.22,70683.43118,70683.43118
9/22/2020,10417.22,10572.71,10353,10529.61,43991.23548,43991.23548
9/23/2020,10529.61,10537.15,10136.82,10241.46,51876.56808,51876.56808
9/24/2020,10241.46,10795.24,10190.93,10736.32,57676.61943,57676.61943
9/25/2020,10736.33,10760.53,10556.24,10686.67,48101.11701,48101.11701
9/26/2020,10686.57,10820.94,10644.68,10728.6,28420.83666,28420.83666
9/27/2020,10728.59,10799,10594.82,10774.25,30549.48325,30549.48325
9/28/2020,10774.26,10950,10626,10696.12,50095.25173,50095.25173
9/29/2020,10696.11,10867.54,10635.87,10840.48,41874.8984,41874.8984
9/30/2020,10840.58,10849.34,10665.13,10776.59,39596.02732,39596.02732
10/1/2020,10776.59,10920,10437,10619.13,60866.33289,60866.33289
10/2/2020,10619.13,10664.64,10374,10570.4,50130.39371,50130.39371
10/3/2020,10570.4,10603.56,10496.46,10542.06,22298.22134,22298.22134
10/4/2020,10542.07,10696.87,10517.87,10666.63,23212.0016,23212.0016
10/5/2020,10666.62,10798,10615.64,10792.21,34025.76165,34025.76165
10/6/2020,10792.2,10800,10525,10599.66,48674.74047,48674.74047
10/7/2020,10599.65,10681.87,10546.17,10666.39,32811.99028,32811.99028
10/8/2020,10666.4,10950,10530.41,10925.57,51959.69157,51959.69157
10/9/2020,10925.44,11104.64,10829,11050.64,48240.07324,48240.07324
10/10/2020,11050.64,11491,11050.51,11293.22,43648.03694,43648.03694
10/11/2020,11293.22,11445,11221,11369.02,29043.85134,29043.85134
10/12/2020,11369.02,11720.01,11172,11528.25,52825.28371,52825.28371
10/13/2020,11528.24,11557,11300,11420.56,42205.28371,42205.28371
10/14/2020,11420.57,11547.98,11280,11417.89,41415.10602,41415.10602
10/15/2020,11417.89,11617.34,11250.83,11505.12,48760.71768,48760.71768
10/16/2020,11505.13,11541.15,11200,11319.32,48797.7495,48797.7495
10/17/2020,11319.24,11402.42,11255,11360.2,22368.91524,22368.91524
